C03M1CT	10884402
C03M1CR	11339103
C03M1HR	12807859
C03M1HT	15072742
C03M1OP	16279073
C03M2CT	13621780
C03M2CR	13979922
C03M2HR	14708048
C03M2HT	11454663
C03M2OP	7386657
C03M3CT	11536072
C03M3CR	11611582
C03M3HR	8433691
C03M3HT	14992312
C03M3OP	11567465
C03M4CT	11380880
C03M4CR	14476454
C03M4HR	11114411
C03M4HT	14260226
C03M4OP	10490819
C03M5CT	9037399
C03M5CR	11009772
C03M5HR	9564022
C03M5HT	15766661
C03M5OP	10366329
C05M1CT	11727807
C05M1CR	11860381
C05M1HR	14376785
C05M1HT	11719015
C05M1OP	14996505
C05M2CT	8979505
C05M2CR	12847746
C05M2HR	8675877
C05M2HT	8806467
C05M2OP	14308228
C05M3CT	7697273
C05M3CR	11512882
C05M3HR	15632495
C05M3HT	14743042
C05M3OP	12049494
C05M4CT	10424524
C05M4CR	8552593
C05M4HR	15359250
C05M4HT	13170487
C05M4OP	9342035
C05M5CT	11382059
C05M5CR	11722435
C05M5HR	10799080
C05M5HT	14373856
C05M5OP	15153438
C06M1CT	6916951
C06M1CR	11301254
C06M1HR	9199335
C06M1HT	13826395
C06M1OP	15257309
C06M2CT	15369840
C06M2CR	10982458
C06M2HR	9376781
C06M2HT	12697601
C06M2OP	9872573
C06M3CT	12093064
C06M3CR	15698096
C06M3HR	8436389
C06M3HT	13022641
C06M3OP	13714435
C06M4CT	9392432
C06M4CR	10494066
C06M4HR	14953965
C06M4HT	8648009
C06M4OP	15806430
C06M5CT	14934437
C06M5CR	13262775
C06M5HR	15888941
C06M5HT	9417270
C06M5OP	15646168
C10F1CT	14619299
C10F1CR	11889524
C10F1HR	9783477
C10F1HT	11966884
C10F1OP	15400253
C10F2CT	15438914
C10F2CR	14838380
C10F2HR	12734533
C10F2HT	15307947
C10F2OP	14708944
C10F3CT	14458894
C10F3CR	10448307
C10F3HR	14190484
C10F3HT	11846878
C10F3OP	8271159
C10F4CT	11644948
C10F4CR	14787818
C10F4HR	15583842
C10F4HT	7581525
C10F4OP	8120083
C10F5CT	15523743
C10F5CR	12047758
C10F5HR	10421689
C10F5HT	9830948
C10F5OP	15603662
C11F1CT	10109873
C11F1CR	12277470
C11F1HR	8654434
C11F1HT	15975523
C11F1OP	12167002
C11F2CT	11800816
C11F2CR	15121841
C11F2HR	14416482
C11F2HT	11841676
C11F2OP	8202220
C11F3CT	9213855
C11F3CR	10909791
C11F3HR	11240536
C11F3HT	11160861
C11F3OP	10371600
C11F4CT	11712850
C11F4CR	9979297
C11F4HR	15176556
C11F4HT	11669564
C11F4OP	16274589
C11F5CT	10412170
C11F5CR	12270225
C11F5HR	14576119
C11F5HT	13411657
C11F5OP	15685322
C12F1CT	15853927
C12F1CR	13651811
C12F1HR	9659514
C12F1HT	12985982
C12F1OP	8872274
C12F2CT	13496510
C12F2CR	12545636
C12F2HR	15467629
C12F2HT	12107346
C12F2OP	7995278
C12F3CT	12934323
C12F3CR	15730629
C12F3HR	12741144
C12F3HT	15078574
C12F3OP	9932361
C12F4CT	14883302
C12F4CR	12560036
C12F4HR	8751453
C12F4HT	15446694
C12F4OP	12686141
C12F5CT	9113083
C12F5CR	13248161
C12F5HR	11173966
C12F5HT	10067924
C12F5OP	9565417
